Key: RF01807, Start position: 301, Cut position: 873
Key: RF01959, Start position: 316, Cut position: 2559
Key: RF01959, Start position: 311, Cut position: 2559
Key: RF01959, Start position: 311, Cut position: 2559
Key: RF01959, Start position: 316, Cut position: 2559
Key: RF01959, Start position: 316, Cut position: 2559
Key: RF00228, Start position: 325, Cut position: 1179
Key: RF00228, Start position: 325, Cut position: 1179
Key: RF00228, Start position: 325, Cut position: 1179
Key: RF00228, Start position: 325, Cut position: 1179
Key: RF00228, Start position: 328, Cut position: 1179
Key: RF00027, Start position: 437, Cut position: 696
Key: RF00027, Start position: 437, Cut position: 696
Key: RF00027, Start position: 437, Cut position: 696
Key: RF00027, Start position: 437, Cut position: 696
Key: RF00027, Start position: 437, Cut position: 696
Key: RF00026, Start position: 329, Cut position: 816
Key: RF00026, Start position: 329, Cut position: 816
Key: RF00026, Start position: 329, Cut position: 816
Key: RF00026, Start position: 329, Cut position: 816
Key: RF00026, Start position: 331, Cut position: 816
Key: RF00620, Start position: 306, Cut position: 737
Key: RF00620, Start position: 306, Cut position: 737
Key: RF00620, Start position: 306, Cut position: 737
Key: RF00620, Start position: 306, Cut position: 737
Key: RF00620, Start position: 306, Cut position: 737
Key: RF00029, Start position: 304, Cut position: 787
Key: RF00029, Start position: 304, Cut position: 787
Key: RF00029, Start position: 304, Cut position: 787
Key: RF00029, Start position: 304, Cut position: 787
Key: RF00029, Start position: 304, Cut position: 787
Key: RF00622, Start position: 305, Cut position: 679
Key: RF00622, Start position: 305, Cut position: 679
Key: RF00622, Start position: 305, Cut position: 679
Key: RF00622, Start position: 305, Cut position: 679
Key: RF00622, Start position: 305, Cut position: 679
Key: RF00233, Start position: 408, Cut position: 693
Key: RF00233, Start position: 408, Cut position: 693
Key: RF00233, Start position: 408, Cut position: 693
Key: RF00233, Start position: 408, Cut position: 693
Key: RF00233, Start position: 408, Cut position: 693
Key: RF01047, Start position: 354, Cut position: 662
Key: RF01047, Start position: 354, Cut position: 662
Key: RF01047, Start position: 354, Cut position: 662
Key: RF01047, Start position: 354, Cut position: 662
Key: RF01047, Start position: 354, Cut position: 662
Key: RF02012, Start position: 367, Cut position: 868
Key: RF02012, Start position: 367, Cut position: 868
Key: RF02012, Start position: 367, Cut position: 868
Key: RF02012, Start position: 367, Cut position: 868
Key: RF02012, Start position: 367, Cut position: 868
Key: RF02095, Start position: 323, Cut position: 672
Key: RF02095, Start position: 323, Cut position: 672
Key: RF02095, Start position: 323, Cut position: 672
Key: RF02095, Start position: 535, Cut position: 672
Key: RF02095, Start position: 535, Cut position: 672
Key: RF01704, Start position: 470, Cut position: 703
Key: RF01704, Start position: 401, Cut position: 703
Key: RF01704, Start position: 401, Cut position: 703
Key: RF01704, Start position: 401, Cut position: 703
Key: RF01704, Start position: 401, Cut position: 703
Key: RF01786, Start position: 488, Cut position: 714
Key: RF01786, Start position: 442, Cut position: 714
Key: RF01786, Start position: 442, Cut position: 714
Key: RF01786, Start position: 443, Cut position: 714
Key: RF01786, Start position: 410, Cut position: 714
Key: RF00455, Start position: 465, Cut position: 694
Key: RF00455, Start position: 465, Cut position: 694
Key: RF00455, Start position: 465, Cut position: 694
Key: RF00455, Start position: 465, Cut position: 694
Key: RF00455, Start position: 489, Cut position: 694
Key: RF00015, Start position: 318, Cut position: 862
Key: RF00015, Start position: 319, Cut position: 862
Key: RF00015, Start position: 318, Cut position: 862
Key: RF00015, Start position: 318, Cut position: 862
Key: RF00015, Start position: 318, Cut position: 862
Key: RF00017, Start position: 325, Cut position: 1013
Key: RF00017, Start position: 324, Cut position: 1013
Key: RF00017, Start position: 324, Cut position: 1013
Key: RF00017, Start position: 324, Cut position: 1013
Key: RF00017, Start position: 327, Cut position: 1013
Key: RF02678, Start position: 302, Cut position: 829
Key: RF02678, Start position: 303, Cut position: 829
Key: RF02678, Start position: 303, Cut position: 829
Key: RF02678, Start position: 302, Cut position: 829
Key: RF02678, Start position: 302, Cut position: 829
Key: RF00386, Start position: 381, Cut position: 726
Key: RF00386, Start position: 381, Cut position: 726
Key: RF00386, Start position: 381, Cut position: 726
Key: RF00386, Start position: 381, Cut position: 726
Key: RF00386, Start position: 375, Cut position: 726
Key: RF01750, Start position: 357, Cut position: 873
Key: RF01750, Start position: 358, Cut position: 873
Key: RF01750, Start position: 357, Cut position: 873
Key: RF01750, Start position: 356, Cut position: 873
Key: RF01750, Start position: 358, Cut position: 873
Key: RF00023, Start position: 601, Cut position: 1555
Key: RF00023, Start position: 601, Cut position: 1555
Key: RF00023, Start position: 601, Cut position: 1555
Key: RF00023, Start position: 601, Cut position: 1555
Key: RF00023, Start position: 601, Cut position: 1555
Key: RF00100, Start position: 313, Cut position: 1003
Key: RF00100, Start position: 313, Cut position: 1003
Key: RF00100, Start position: 313, Cut position: 1003
Key: RF00100, Start position: 313, Cut position: 1003
Key: RF00100, Start position: 315, Cut position: 1003
Key: RF00066, Start position: 350, Cut position: 676
Key: RF00066, Start position: 336, Cut position: 676
Key: RF00066, Start position: 336, Cut position: 676
Key: RF00066, Start position: 333, Cut position: 676
Key: RF00066, Start position: 337, Cut position: 676
Key: RF00102, Start position: 366, Cut position: 850
Key: RF00102, Start position: 366, Cut position: 850
Key: RF00102, Start position: 366, Cut position: 850
Key: RF00102, Start position: 366, Cut position: 850
Key: RF00102, Start position: 369, Cut position: 850
Key: RF00025, Start position: 310, Cut position: 862
Key: RF00025, Start position: 310, Cut position: 862
Key: RF00025, Start position: 312, Cut position: 862
Key: RF00025, Start position: 310, Cut position: 862
Key: RF00025, Start position: 309, Cut position: 862
Key: RF00382, Start position: 338, Cut position: 666
Key: RF00382, Start position: 338, Cut position: 666
Key: RF00382, Start position: 338, Cut position: 666
Key: RF00382, Start position: 338, Cut position: 666
Key: RF00382, Start position: 338, Cut position: 666
Key: RF02001, Start position: 449, Cut position: 1004
Key: RF02001, Start position: 449, Cut position: 1004
Key: RF02001, Start position: 449, Cut position: 1004
Key: RF02001, Start position: 449, Cut position: 1004
Key: RF02001, Start position: 449, Cut position: 1004
Key: RF02680, Start position: 382, Cut position: 706
Key: RF02680, Start position: 382, Cut position: 706
Key: RF02680, Start position: 382, Cut position: 706
Key: RF02680, Start position: 382, Cut position: 706
Key: RF02680, Start position: 300, Cut position: 706
Key: RF03054, Start position: 381, Cut position: 723
Key: RF03054, Start position: 381, Cut position: 723
Key: RF03054, Start position: 381, Cut position: 723
Key: RF03054, Start position: 381, Cut position: 723
Key: RF03054, Start position: 381, Cut position: 723
Key: RF00185, Start position: 372, Cut position: 719
Key: RF00185, Start position: 372, Cut position: 719
Key: RF00185, Start position: 372, Cut position: 719
Key: RF00185, Start position: 372, Cut position: 719
Key: RF00185, Start position: 372, Cut position: 719
Key: RF02681, Start position: 375, Cut position: 764
Key: RF02681, Start position: 375, Cut position: 764
Key: RF02681, Start position: 375, Cut position: 764
Key: RF02681, Start position: 375, Cut position: 764
Key: RF02681, Start position: 375, Cut position: 764
Key: RF00380, Start position: 399, Cut position: 879
Key: RF00380, Start position: 399, Cut position: 879
Key: RF00380, Start position: 399, Cut position: 879
Key: RF00380, Start position: 398, Cut position: 879
Key: RF00380, Start position: 403, Cut position: 879
Key: RF01073, Start position: 329, Cut position: 668
Key: RF01073, Start position: 329, Cut position: 668
Key: RF01073, Start position: 329, Cut position: 668
Key: RF01073, Start position: 329, Cut position: 668
Key: RF01073, Start position: 330, Cut position: 668
Key: RF00061, Start position: 307, Cut position: 957
Key: RF00061, Start position: 307, Cut position: 957
Key: RF00061, Start position: 307, Cut position: 957
Key: RF00061, Start position: 307, Cut position: 957
Key: RF00061, Start position: 307, Cut position: 957
Key: RF00008, Start position: 309, Cut position: 686
Key: RF00008, Start position: 309, Cut position: 686
Key: RF00008, Start position: 309, Cut position: 686
Key: RF00008, Start position: 309, Cut position: 686
Key: RF00008, Start position: 309, Cut position: 686
Key: RF00525, Start position: 460, Cut position: 685
Key: RF00525, Start position: 460, Cut position: 685
Key: RF00525, Start position: 460, Cut position: 685
Key: RF00525, Start position: 460, Cut position: 685
Key: RF00525, Start position: 462, Cut position: 685
Key: RF00209, Start position: 313, Cut position: 887
Key: RF00209, Start position: 313, Cut position: 887
Key: RF00209, Start position: 304, Cut position: 887
Key: RF00209, Start position: 313, Cut position: 887
Key: RF00209, Start position: 313, Cut position: 887
Key: RF00169, Start position: 469, Cut position: 728
Key: RF00169, Start position: 469, Cut position: 728
Key: RF00169, Start position: 469, Cut position: 728
Key: RF00169, Start position: 469, Cut position: 728
Key: RF00169, Start position: 469, Cut position: 728
Key: RF00007, Start position: 547, Cut position: 870
Key: RF00007, Start position: 547, Cut position: 870
Key: RF00007, Start position: 547, Cut position: 870
Key: RF00007, Start position: 547, Cut position: 870
Key: RF00007, Start position: 547, Cut position: 870
Key: RF01415, Start position: 342, Cut position: 678
Key: RF01415, Start position: 342, Cut position: 678
Key: RF01415, Start position: 342, Cut position: 678
Key: RF01415, Start position: 342, Cut position: 678
Key: RF01415, Start position: 338, Cut position: 678
Key: RF01734, Start position: 405, Cut position: 770
Key: RF01734, Start position: 401, Cut position: 770
Key: RF01734, Start position: 395, Cut position: 770
Key: RF01734, Start position: 406, Cut position: 770
Key: RF01734, Start position: 406, Cut position: 770
Key: RF02348, Start position: 310, Cut position: 711
Key: RF02348, Start position: 310, Cut position: 711
Key: RF02348, Start position: 310, Cut position: 711
Key: RF02348, Start position: 310, Cut position: 711
Key: RF02348, Start position: 310, Cut position: 711
Key: RF02546, Start position: 387, Cut position: 1174
Key: RF02546, Start position: 388, Cut position: 1174
Key: RF02546, Start position: 387, Cut position: 1174
Key: RF02546, Start position: 384, Cut position: 1174
Key: RF02546, Start position: 386, Cut position: 1174
Key: RF01854, Start position: 322, Cut position: 916
Key: RF01854, Start position: 322, Cut position: 916
Key: RF01854, Start position: 322, Cut position: 916
Key: RF01854, Start position: 344, Cut position: 916
Key: RF01854, Start position: 323, Cut position: 916
Key: RF00210, Start position: 311, Cut position: 1170
Key: RF00210, Start position: 312, Cut position: 1170
Key: RF00210, Start position: 314, Cut position: 1170
Key: RF00210, Start position: 317, Cut position: 1170
Key: RF00210, Start position: 308, Cut position: 1170
Key: RF00375, Start position: 356, Cut position: 702
Key: RF00375, Start position: 356, Cut position: 702
Key: RF00375, Start position: 356, Cut position: 702
Key: RF00375, Start position: 356, Cut position: 702
Key: RF00375, Start position: 355, Cut position: 702
Key: RF00254, Start position: 358, Cut position: 683
Key: RF00254, Start position: 357, Cut position: 683
Key: RF00254, Start position: 357, Cut position: 683
Key: RF00254, Start position: 358, Cut position: 683
Key: RF00374, Start position: 307, Cut position: 704
Key: RF00374, Start position: 307, Cut position: 704
Key: RF00374, Start position: 307, Cut position: 704
Key: RF00374, Start position: 307, Cut position: 704
Key: RF00374, Start position: 307, Cut position: 704
Key: RF00250, Start position: 353, Cut position: 662
Key: RF00250, Start position: 353, Cut position: 662
Key: RF00250, Start position: 353, Cut position: 662
Key: RF00250, Start position: 353, Cut position: 662
Key: RF00250, Start position: 353, Cut position: 662
Key: RF00010, Start position: 393, Cut position: 1597
Key: RF00010, Start position: 395, Cut position: 1597
Key: RF00010, Start position: 393, Cut position: 1597
Key: RF00010, Start position: 393, Cut position: 1597
Key: RF00010, Start position: 399, Cut position: 1597
Key: RF00050, Start position: 360, Cut position: 822
Key: RF00050, Start position: 362, Cut position: 822
Key: RF00050, Start position: 361, Cut position: 822
Key: RF00050, Start position: 360, Cut position: 822
Key: RF00050, Start position: 361, Cut position: 822
